"week","mean","median","sd","skewness","kurtosis"
"2016-34",13196.0176308598,87,55441.9387774588,7.22055484564479,65.3752211708199
"2016-35",43929.0918119352,143,146524.544135355,3.72049406306524,16.0701569589291
"2016-36",22381.9739002712,121,84937.286589284,4.75037189295093,26.2295467369195
"2016-37",39867.2388408284,241,96424.8667667329,3.11566882197679,13.8576717613723
"2016-38",13458.5506956909,141,64420.919816779,6.80431955130854,52.2133107569876
"2016-39",28928.492244496,147,105580.944343933,4.48649409658991,23.3373039319357
"2016-40",18092.3650093662,106,85693.3142590415,6.32134290782575,46.7226751835886
"2016-41",16248.0455957188,138,66789.2512009958,6.30872040044762,46.2579339746229
"2016-42",30290.7261397553,99,106571.986936159,4.25179185582151,20.8090971914583
"2016-43",25228.9122773798,73,109355.05181369,5.1139669681314,28.526779991317
"2016-44",18033.9459313934,71,79161.0242663992,5.99026482544815,40.8361769514183
"2016-45",14925.463474026,94,69114.4043773354,6.53530676411047,49.4485534011955
"2016-46",32235.9906856694,112,123220.003238152,4.60088256356395,23.9222581920778
"2016-47",23975.040513349,127,90668.8979922465,5.23086785261704,32.1122788432884
"2016-48",29665.3515073062,219,103740.518506327,4.78530206095958,25.8736094821924
"2016-49",24371.730913599,115,98036.8233430846,5.01489661266362,28.5153932073831
"2016-50",24398.2928520131,114,107575.8007756,5.22776038183904,29.9314478863426
"2016-51",35927.5426943963,104,128577.549043126,4.29589420723695,21.0756653438121
"2016-52",59416.7851325145,135,158858.802140167,3.11070661269276,12.075916015844
"2017-01",60543.8524247103,110,174313.142537008,3.03162731830852,10.9313068259473
"2017-02",69357.0102286498,222,140688.983889611,2.31222739523448,7.76459967918789
"2017-03",21205.3649389323,75,89895.6936546108,5.46215926827507,35.0320065023012
"2017-04",74553.9251630836,150,206066.491908313,2.75444030423461,8.9488598822519
"2017-05",67599.3308045459,235,136784.056448634,2.20490964576161,7.96425051605606
"2017-06",38637.0620071378,143,115369.337971544,3.50562188829177,15.6765522989627
"2017-07",54953.226139993,335,120645.541376717,2.61715213023399,10.6164631887969
"2017-08",40439.1011293793,129,144350.993840087,4.19339711869304,19.8596590221891
"2017-09",31043.3953271222,178,113114.409419374,4.83505775235981,27.2846406495321
"2017-10",27948.9005439091,191,106237.192632696,4.95506521411517,28.6950029975494
"2017-11",39441.6091014671,334,117792.184823136,4.14853853761536,21.0151613874586
"2017-12",31981.7120426022,200,118955.529784396,4.83626564843166,26.6612986968782
"2017-13",90754.3795552359,291,206444.234939662,2.33003192858994,7.10385126835352
"2017-14",95574.0216796748,236,209111.355764888,2.19505765732491,6.51142120661127
"2017-15",55923.7188094499,192,156587.381159263,3.15581099037534,11.9889182739255
"2017-16",66842.8378511917,147,174083.333815185,2.80098332855,9.74967905923161
"2017-17",58418.4917859163,163,162404.459343095,3.12112554210172,11.7984900862565
"2017-18",117240.024218573,274,241056.876095813,1.93836783470856,5.2411442878565
"2017-19",128284.526175258,454,251493.318155654,1.76176708369868,4.5161879794668
"2017-20",63260.9243565947,115,181060.527141198,2.96802183107863,10.473181168755
"2017-21",91011.9961709546,108,226495.74193248,2.35847078991509,6.92679267717639
"2017-22",63573.2176049258,61,191284.294472501,3.09676852291739,11.2516014357332
"2017-23",48667.2283979322,110,161082.627910562,3.57995894328524,14.5184844459161
"2017-24",68053.2476991449,75,194537.214964331,2.87154117223101,9.78177058182721
"2017-25",60699.8489668644,117,192507.486161641,3.20413700976559,11.8411866125849
"2017-26",30393.4665412228,48,131942.16398272,4.87718731146902,26.0431376179445
"2017-27",43358.4765448811,47,158486.873220558,3.82835837022712,16.3279269633153
"2017-28",25769.5993953449,40,122386.589309554,5.49704444810774,32.6558652952645
"2017-29",45464.010510438,481,122156.681079141,4.15194875262875,23.0009259142904
"2017-30",28871.7842370173,56,116338.861415213,5.23074884735528,31.128714195693
"2017-31",23224.9006371479,77,102984.407305632,6.05646753489584,41.6016925192831
"2017-32",24140.2761967824,75,112788.885855296,6.03363492751441,39.2299652626574
"2017-33",22272.9957364235,101,102971.930560151,6.42071749551565,44.8293644035894
"2017-34",26328.8265624267,43,117701.502353527,5.39721681227048,32.3909646820046
"2017-35",31736.8065663971,32,139621.021346233,4.85395763742828,25.5280871147685
"2017-36",26641.9414515692,107,117885.299709316,5.92134721382619,37.9681260489606
"2017-37",19028.4733548063,31,105978.730648805,6.67152910927113,47.6996646144261
"2017-38",22863.2793962925,43,124026.918539827,6.45056442337627,45.6297049399963
"2017-39",14217.2853596706,49,84393.1024347917,7.76013881043587,64.6888015925715
"2017-40",15774.9890272953,56,93223.6267167354,7.84899378710584,66.2490983808227
"2017-41",21839.1396677363,62,109632.337643963,6.27365070577542,42.6212163029741
"2017-42",24334.704970493,59,116841.744892923,6.10618175122721,41.6636208729685
"2017-43",13759.8597759449,63,73467.2050717174,9.07107350441167,90.479264500681
"2017-44",12506.0312761751,62,73570.2389720252,9.28892506947833,92.9025399018704
"2017-45",15273.4606242307,48,89180.6648849601,8.59617982433702,79.2291537188437
"2017-46",14717.3889050024,54,81990.5449478951,8.73322741967278,83.109175714729
"2017-47",13396.8064577586,56,76047.0362580366,9.56443460899015,100.85886714846
"2017-48",23590.0078067928,51,117462.320529339,6.44200500229244,44.6468598616207
"2017-49",26067.1443323075,65,126281.203638361,5.93460259375045,37.8855604489166
"2017-50",24419.8979963859,29,122316.736289653,6.26363233600399,42.3021780375088
"2017-51",14021.8119686501,41,81585.9489462022,9.20686800463663,92.4442550758783
"2017-52",13549.4465554787,33,84602.6429460158,8.63794209669644,80.3069613312494
"2018-01",10351.6207187277,14,71307.024497553,11.0971940816725,132.432655427732
"2018-02",7372.46953457349,10,64489.1574397856,13.0388837334938,183.542014458457
"2018-03",7010.34044252548,11,62225.4220905565,13.0617443292979,183.738655227217
"2018-04",7613.1548529732,35,61128.8084945998,13.7427054285631,206.985786194351
"2018-05",8260.42817312814,27,60913.5098138776,12.6201777023476,171.79181969377
"2018-06",7948.56030734829,54,52329.6183520802,13.3838458040874,201.087811632939
"2018-07",14500.9106341765,98,78224.8511274735,9.74291664558051,105.619426396305
"2018-08",24398.9006427482,196,119968.286955346,7.07453824897035,53.4178937764633
"2018-09",9744.73545628732,35,62793.8693604288,11.999245402286,156.815017005736
"2018-10",11930.3505284807,514,55184.9119268788,13.2655943399619,202.14761498979
"2018-11",15444.6037689518,147,56597.2305050901,10.0262135090383,133.551137385516
"2018-12",9803.85487623921,60,51478.5183140775,12.9338869938136,196.560427183823
"2018-13",9847.70146232244,66,54851.4423470171,14.6397224465539,250.870988402423
"2018-14",8145.30561131634,83,45102.2555369675,16.7283795290091,325.176758011603
"2018-15",8748.59998382574,67,53992.1580536473,15.8595592285307,280.078018573415
"2018-16",9175.32344779219,91,46314.0723280031,16.7698337960443,330.564637535061
"2018-17",8349.13242663067,62,42192.6590691413,16.298737079931,329.463691997643
"2018-18",10131.1786072134,89,45877.4252262258,14.5371962563923,263.724989548421
"2018-19",9987.1478309112,38,47125.4861793897,13.8743332053889,243.774529158953
"2018-20",11050.7710223405,46,54834.6307391831,13.621662358396,215.044526891866
"2018-21",12643.2768961318,120,37377.2534183395,12.2693874865329,249.072760417697
"2018-22",11585.4010787902,69,44425.289493558,14.5815060916372,284.206402237994
"2018-23",8840.31515442742,84,35306.2407652596,15.8854846136397,372.687738311596
"2018-24",10818.3177092594,76,45510.9926502504,16.6329255442166,371.019508071633
"2018-25",10274.739582444,69,52869.3733350023,14.6849936071295,255.36351273058
"2018-26",17206.1040741845,192,51725.1908947347,9.99755966190864,142.820557309302
"2018-27",11309.3292296149,67,52343.5834331336,14.2912513930344,256.702923166362
"2018-28",10778.0541817188,76,46599.8335385608,14.6602658784006,275.266505751077
"2018-29",9364.11199344168,57,39053.703153716,14.8425998665612,310.254133048262
"2018-30",11424.2890538438,63,45671.8435715773,13.7994344041599,268.884117942274
"2018-31",11193.0553019614,75,47236.3319940957,15.0751904051627,301.762021036699
"2018-32",12653.7094513827,64,50461.2948713422,12.4605341293316,222.003188904348
"2018-33",13537.2171344796,60,43723.8657345292,11.4797046824624,203.821213996291
"2018-34",9786.59374657759,37,41607.1233884199,13.685310271327,288.030936813799
"2018-35",12184.9197592212,44,61636.1508445602,14.0598591930864,239.635436737452
"2018-36",10792.5975582883,34,50129.602425789,13.4476030221546,232.263982021482
"2018-37",10069.3660087122,36,43105.2364815828,12.9772722337271,254.681127239729
"2018-38",14727.6355506525,82,51861.4166527619,11.4033831724609,183.461600190974
"2018-39",27491.9397643934,251,62192.6539002206,6.59622351542854,90.5153198534996
"2018-40",10978.2188658262,50,40787.6234429962,11.6231139830765,233.173404191149
"2018-41",16415.9503569736,59,65987.8304897211,12.1893000573431,203.467925038503
